time,x,y,z,r
3.738153123,-239.0778427,-269.2540583,0,2.2
5.391658601,-87.52778834,-447.5651213,0,2.2
26.49603476,-80.96596545,358.7208485,0,2.2
29.12048185,402.4218559,-160.7750918,0,2.2
39.04068743,479.616262,-106.7532716,0,2.2
44.96915221,123.5688394,-229.6345178,0,2.2
50.79696661,-416.8158774,-376.7721113,0,2.2
64.91602973,232.9987176,-43.06075824,0,2.2
65.89087087,178.6854025,-265.2829469,0,2.2
77.5120702,326.022867,63.15323493,0,2.2
89.23610366,-152.5486633,-297.2349523,0,2.2
94.93404431,-441.1199058,11.38728214,0,2.2
98.30534484,111.8218165,448.3258839,0,2.2
100.7833102,-375.9853817,-128.1662936,0,2.2
103.8992529,259.5295292,454.2190893,0,2.2
107.384346,294.4233176,-442.7940837,0,2.2
109.4672427,-91.37321325,48.80511828,0,2.2
113.4154557,443.7975059,99.79749119,0,2.2
114.8678413,-326.2202062,461.7533177,0,2.2
118.6110448,442.5858497,425.1851312,0,2.2
129.6536973,-34.51032518,10.90612952,0,2.2
147.2722251,262.9936413,259.4861402,0,2.2
151.7894174,252.8201955,475.9052816,0,2.2
152.2077892,481.2099191,236.500264,0,2.2
198.7047019,473.2779941,453.955974,0,2.2
210.1711265,-459.9088754,438.8939793,0,2.2
217.7121531,-484.0287225,-18.2328386,0,2.2
218.1902082,43.29031502,159.8942309,0,2.2
218.7319052,-466.1223821,-320.1503671,0,2.2
225.3454612,157.4846358,-62.97652758,0,2.2
231.9427696,34.90260166,366.1241888,0,2.2
235.6687049,166.5583961,77.23207025,0,2.2
238.1400017,-58.65929563,-220.5463958,0,2.2
240.8972662,-227.5285413,-377.2107472,0,2.2
242.8951304,449.6689399,-268.1447982,0,2.2
245.0663161,228.2694402,-375.0074352,0,2.2
250.0657828,-493.6760627,-266.2195698,0,2.2
259.0932428,-400.6722351,-116.41999,0,2.2
260.8749194,131.6922451,-457.1014691,0,2.2
261.6879881,-211.963173,338.7106969,0,2.2
262.0597752,-92.37832271,-96.18973829,0,2.2
283.5727855,281.5311239,67.3689645,0,2.2
292.6425835,-145.8544618,136.1340148,0,2.2
298.6764688,425.8085973,-367.1579935,0,2.2
301.5198356,220.4521214,-417.2923882,0,2.2
306.1461776,51.92644073,-343.4677873,0,2.2
308.7922183,-319.035164,486.2247233,0,2.2
308.8403825,-90.40861033,-395.484758,0,2.2
313.0176735,262.8817898,-77.34407853,0,2.2
314.642448,490.7968185,375.0623471,0,2.2
316.7452941,-426.3476259,84.27565271,0,2.2
324.0448378,-365.247393,-482.4663286,0,2.2
327.121591,240.04473,388.702581,0,2.2
328.3393495,333.7813699,-115.8523368,0,2.2
332.8445178,-411.2271426,-332.2697922,0,2.2
342.984823,329.4179497,-162.8201693,0,2.2
343.2832622,286.7323144,94.14813187,0,2.2
357.4128702,188.2212732,-462.25482,0,2.2
358.3599644,-160.0735835,143.3085213,0,2.2
358.4003664,-55.45933547,110.1064003,0,2.2
360.4456328,-133.6638607,-271.2060779,0,2.2
362.1381062,340.4660647,-73.98223977,0,2.2
368.7377078,-171.6778631,-306.4850365,0,2.2
371.357956,-177.4250237,-478.6701605,0,2.2
374.3496681,435.2908572,83.91987395,0,2.2
374.9585064,419.9873477,-54.64295547,0,2.2
382.5342438,468.6741254,342.056648,0,2.2
382.5661465,307.5489532,-300.944346,0,2.2
389.8830654,-413.0843824,-59.40095284,0,2.2
400.1566629,-409.0894484,167.4545325,0,2.2
410.4139291,57.08207527,-431.66537,0,2.2
412.0002479,356.1837709,-144.6633711,0,2.2
418.6372948,384.197864,186.0363031,0,2.2
428.8895962,136.8486729,-254.928103,0,2.2
439.5560692,455.804594,-136.0226775,0,2.2
440.0281005,-348.1143988,77.36369879,0,2.2
460.4429803,-278.41907,-90.56440772,0,2.2
460.6548206,-167.504833,376.7815027,0,2.2
467.6297531,-243.1950791,359.8812781,0,2.2
471.7835916,-187.7949677,333.9768927,0,2.2
486.0866533,-381.5544837,-73.72883331,0,2.2
498.1128613,-124.6598567,-309.8700044,0,2.2
506.2241964,-470.2260033,138.8631031,0,2.2
507.2661895,37.78166618,-71.84501856,0,2.2
516.6085871,445.8282947,5.807070778,0,2.2
517.7959414,-54.87480694,151.0515584,0,2.2
519.4649496,124.1532443,439.9415345,0,2.2
519.7735791,111.8123486,308.2497266,0,2.2
536.7907754,433.3791681,-376.7833668,0,2.2
537.3006996,234.519053,407.462209,0,2.2
542.8005532,324.8209282,177.0673327,0,2.2
551.0298235,-164.1505901,-180.5748048,0,2.2
556.0324159,407.4646464,229.9929886,0,2.2
562.5429504,-314.7907658,-25.03608083,0,2.2
569.3863841,-92.01773111,61.03256382,0,2.2
573.9917806,237.4519734,71.82469364,0,2.2
580.2179034,-166.5436182,-348.5107508,0,2.2
583.610616,386.1342314,-138.0178817,0,2.2
585.7646729,360.6558621,-64.26525876,0,2.2
590.0404063,-334.8818796,-442.2749008,0,2.2
