time,x,y,z,r
14.38912943,-307.9277036,-431.4500817,0,2.2
17.92572653,225.6696239,-423.5037177,0,2.2
30.88032198,284.9367034,38.792658,0,2.2
36.9173585,472.0983637,-424.4335955,0,2.2
40.18165436,350.971417,-316.227682,0,2.2
43.53728269,43.5943266,-63.64291583,0,2.2
52.33762127,-410.2091305,-2.217168982,0,2.2
55.33020532,-11.12675538,83.31191524,0,2.2
60.06260675,427.9363476,120.5126814,0,2.2
75.35118628,287.6181995,-127.1885004,0,2.2
77.57631877,-14.90577395,118.736583,0,2.2
91.11659821,-44.72063852,-342.7553416,0,2.2
94.12064308,-282.0142316,-224.4915246,0,2.2
112.688895,-322.7866192,298.7182706,0,2.2
117.828346,-426.3763308,-346.9106993,0,2.2
119.3856158,392.3931876,-276.6770271,0,2.2
120.8272266,140.1766169,-257.0218203,0,2.2
123.2462068,-356.6676825,-20.49269518,0,2.2
124.3457269,-85.87308028,-499.254478,0,2.2
133.1747304,-450.8910756,-469.6886395,0,2.2
135.0327029,-290.6266505,-38.45184835,0,2.2
138.3505226,230.7081241,-337.4793151,0,2.2
145.6052533,151.1227704,179.5018038,0,2.2
155.5514681,-21.02170262,295.2045872,0,2.2
158.3320026,-225.2194945,78.16335874,0,2.2
161.541347,152.2231251,194.7649772,0,2.2
166.786504,456.4495113,-109.0419843,0,2.2
167.0923696,-64.47944382,-453.703797,0,2.2
170.0927175,-429.8674949,-60.57846737,0,2.2
170.1150491,-442.2685122,-128.0196878,0,2.2
174.5428433,-417.1289812,97.0032422,0,2.2
175.0756645,459.7071873,-365.7818303,0,2.2
183.8181194,40.76083619,-272.2871033,0,2.2
195.4842948,337.4624327,314.7824165,0,2.2
203.9091984,-329.9664558,-235.6744734,0,2.2
216.9388578,-239.6549273,-89.67979509,0,2.2
217.3057274,191.9775119,435.9721765,0,2.2
219.5643509,395.5703281,-224.447537,0,2.2
224.1600745,-159.3115155,-354.7100411,0,2.2
226.7964248,-435.326802,202.0201293,0,2.2
232.7827545,364.1196694,67.06655044,0,2.2
243.9119498,-209.1275542,111.5938355,0,2.2
249.0607182,241.0824064,-457.969149,0,2.2
264.2722306,-341.9663453,-82.73310524,0,2.2
264.4859062,194.9634351,-495.7335658,0,2.2
267.0870296,341.419619,-253.4645311,0,2.2
272.7732453,227.1520787,206.0561836,0,2.2
274.0999346,-140.8924751,-438.4592841,0,2.2
274.6118396,226.6897515,-205.3065014,0,2.2
281.3641492,-360.5328758,488.1127528,0,2.2
285.0531664,-186.1808848,471.2222302,0,2.2
288.1439737,-80.41724332,-18.15361132,0,2.2
290.1513194,377.2120389,235.6933865,0,2.2
306.4965631,-346.2597914,132.6557742,0,2.2
308.4210359,380.1247902,-34.30692856,0,2.2
324.611804,298.9643192,357.0664326,0,2.2
326.7894108,471.6242971,-327.4817478,0,2.2
330.4787415,-132.2970167,328.4319222,0,2.2
331.7067439,-295.0602311,-457.9304765,0,2.2
331.9666391,-259.4296797,366.9536918,0,2.2
334.7044574,327.8628014,175.9965875,0,2.2
335.3124528,465.2281486,-54.08589009,0,2.2
343.6763219,198.8099984,171.5702476,0,2.2
351.7517427,-17.50295823,-39.63149611,0,2.2
354.5176904,-212.9502353,280.0032224,0,2.2
357.9982648,333.6878843,-386.5559161,0,2.2
380.1993383,372.1795084,8.157428849,0,2.2
389.4864286,-407.8684082,371.4895399,0,2.2
390.2861149,-284.050529,427.5292758,0,2.2
392.0465415,331.7610905,-279.6636685,0,2.2
396.1955438,348.3038971,-248.0696974,0,2.2
400.8808828,-185.3470012,404.0124716,0,2.2
403.4302055,-220.7054032,-154.4826613,0,2.2
405.7529412,-69.18497798,-443.127426,0,2.2
408.9670673,39.44650026,214.8866721,0,2.2
413.5082483,-404.433185,-85.58114085,0,2.2
414.6557531,336.9121387,235.3241875,0,2.2
414.8865066,34.73487035,-22.90836656,0,2.2
415.882751,274.967815,0.565554436,0,2.2
424.3083605,-269.1637344,-82.43808959,0,2.2
424.6119731,465.2933511,-209.515104,0,2.2
424.8886936,251.0273073,400.7108674,0,2.2
434.3634837,-156.9061356,168.787578,0,2.2
435.7916991,448.527647,288.8323433,0,2.2
446.8513941,200.511779,395.7395311,0,2.2
448.0477339,340.5610855,-249.8110576,0,2.2
468.1888587,-454.5026941,419.820614,0,2.2
503.5158347,-444.3584589,362.6050873,0,2.2
505.2619115,242.7372735,6.085262125,0,2.2
507.4505228,-195.3135671,67.90217414,0,2.2
516.3203478,16.78436584,-385.067762,0,2.2
535.7681726,-343.7375763,262.1158406,0,2.2
537.7758534,477.9524097,-326.7749928,0,2.2
541.7004651,2.751047674,33.83604101,0,2.2
548.3851602,329.0010785,-373.5626948,0,2.2
556.0354106,-425.9622037,-427.0829064,0,2.2
561.8301899,-21.08454778,109.0274438,0,2.2
571.2607458,-437.7205196,-8.796870384,0,2.2
582.9615637,384.2414311,174.8099347,0,2.2
585.5972535,-54.18982129,290.8541831,0,2.2
