time,x,y,z,r
2.817285716,177.8165368,-188.204118,0,2.2
11.27388026,-229.9920268,196.3434888,0,2.2
12.06452771,235.1940221,-122.2481607,0,2.2
12.13103846,462.1885451,-320.3963224,0,2.2
23.51267535,-251.2468565,-475.3212716,0,2.2
36.13528298,76.15733442,-432.7503685,0,2.2
38.48849781,92.04193127,179.3927735,0,2.2
42.62163492,72.25190579,-46.30315544,0,2.2
52.27757982,-276.9183674,36.57921111,0,2.2
56.36430646,452.7490115,396.671293,0,2.2
57.65904474,-52.87462138,490.3389474,0,2.2
58.26076548,346.4086725,-283.1030156,0,2.2
61.22688645,199.4792753,163.0782031,0,2.2
66.2250847,-202.5630491,-236.6776233,0,2.2
70.96465552,313.7978197,-479.3490005,0,2.2
71.23663137,-103.4942592,258.3786538,0,2.2
72.11793673,381.1031971,-179.9828492,0,2.2
77.35577859,81.27287264,-116.5361058,0,2.2
79.07871744,381.7353619,88.31711355,0,2.2
82.90977081,192.5315901,331.0484552,0,2.2
86.01197245,225.2542798,128.9818436,0,2.2
95.38175019,1.324381927,372.6506554,0,2.2
96.78571073,456.0836347,-226.4579652,0,2.2
109.9148172,143.9901992,298.0468339,0,2.2
117.949417,-76.14495144,-314.3640557,0,2.2
125.3260537,106.3932141,452.791657,0,2.2
126.2295366,-480.8068017,187.4882764,0,2.2
146.6553552,-198.4251833,-284.4923229,0,2.2
151.9749615,160.1735375,447.3705905,0,2.2
158.7333673,-209.9223928,230.8558068,0,2.2
159.2336946,118.015429,-246.0583574,0,2.2
169.6841775,-71.23129905,-286.6880226,0,2.2
173.6436558,-364.5259358,18.20071393,0,2.2
177.6841185,-201.717674,-474.3372819,0,2.2
189.2570106,69.9649107,-292.5299246,0,2.2
190.7899076,90.87276125,-75.31453125,0,2.2
191.1413715,74.32524885,-125.8300197,0,2.2
215.7047403,153.2008199,-36.42457564,0,2.2
218.2264626,152.10327,-222.3712937,0,2.2
221.2351024,-68.58156457,86.78434646,0,2.2
230.0649113,396.5465959,363.8556059,0,2.2
248.5577967,-132.43813,-382.468144,0,2.2
248.797164,-64.13507473,17.37910715,0,2.2
254.1928796,391.923355,-367.9318937,0,2.2
262.2191723,306.193989,216.8596812,0,2.2
262.5523268,203.8885835,-103.9402972,0,2.2
263.1609081,-399.7731127,65.42131186,0,2.2
273.6901993,419.4826137,-316.7201638,0,2.2
276.8876174,214.2412995,-355.1522407,0,2.2
279.7864637,498.8470066,-11.94371935,0,2.2
281.190721,-350.5516953,-144.3872622,0,2.2
313.1089931,368.1260574,440.4319453,0,2.2
313.9488321,-337.5070653,265.3252538,0,2.2
317.3369519,115.5595643,248.6636199,0,2.2
326.9299098,-376.1800172,403.7197397,0,2.2
329.2881024,348.0082293,-416.5775646,0,2.2
339.9608725,307.3189587,52.19246992,0,2.2
340.8267367,69.10073861,84.47606896,0,2.2
341.0603693,-92.81670277,461.9363785,0,2.2
342.1180623,-430.8330045,-207.8524732,0,2.2
345.5678973,197.4287731,-259.1712201,0,2.2
351.9077609,-46.45731732,-399.7060577,0,2.2
361.6580256,222.0555995,-483.5703704,0,2.2
362.9073118,366.3823259,429.5293168,0,2.2
367.2574336,475.521505,169.9165466,0,2.2
370.1603981,355.8033424,285.152912,0,2.2
370.5812982,-488.2859158,-218.2698942,0,2.2
383.9526128,-140.0219355,86.41016619,0,2.2
387.5364678,229.9905624,-436.0447339,0,2.2
391.8649953,-328.3703227,-14.37240407,0,2.2
393.7977537,21.0366062,477.4951397,0,2.2
400.0600293,-445.6620117,376.5052453,0,2.2
400.446228,-300.0034751,-161.8410482,0,2.2
402.3827218,-481.4782055,461.5701545,0,2.2
409.0921795,293.6977034,-268.2983735,0,2.2
415.4832716,-276.0753119,449.3188224,0,2.2
418.5787176,-154.6483193,441.3777047,0,2.2
429.1136198,428.0812935,299.2025874,0,2.2
429.7963225,204.4144019,130.4479369,0,2.2
443.5581476,-468.1610705,374.2879666,0,2.2
464.5402137,-335.3058435,-206.9797155,0,2.2
466.8940506,121.4784015,348.9435553,0,2.2
468.3175058,77.2285886,117.8766919,0,2.2
475.0350228,-262.1071786,-486.7631422,0,2.2
479.4951385,434.2139979,-152.7664821,0,2.2
492.5959379,113.965956,-351.8591391,0,2.2
497.3640175,35.63280302,481.8293898,0,2.2
499.5719073,89.90997635,-21.62969296,0,2.2
502.7669445,230.1220295,-2.608634501,0,2.2
522.0072889,-188.0550045,139.4725164,0,2.2
535.0638005,-101.7789378,-131.4153939,0,2.2
555.357983,-290.156251,-363.0997283,0,2.2
557.5777185,-313.8069941,322.1177332,0,2.2
566.2488471,444.37239,-310.1520881,0,2.2
566.8013502,239.550795,11.31898255,0,2.2
578.1976563,-9.541191382,-275.682971,0,2.2
585.875679,-272.585372,-402.1555155,0,2.2
586.0566529,-245.6435182,362.1915174,0,2.2
587.1710053,-441.9708397,472.919489,0,2.2
593.0243028,-65.58337444,460.8346581,0,2.2
